1,UK,AB10 1XG,57.144165160000000,-2.114847768000000
2,UK,AB10 6RN,57.137879760000000,-2.121486688000000
3,UK,AB10 7JB,57.124273770000000,-2.127189644000000
4,UK,AB11 5QN,57.142701090000000,-2.093014619000000
5,UK,AB11 6UL,57.137546630000000,-2.112695886000000
6,UK,AB11 8RQ,57.135977620000000,-2.072114784000000
7,UK,AB12 3FJ,57.098002900000000,-2.077668775000000
8,UK,AB12 4NA,57.064272750000000,-2.130018015000000
9,UK,AB12 5GL,57.081937920000000,-2.246567389000000
10,UK,AB12 9SP,57.148707080000000,-2.097806027000000
11,UK,AB14 0TQ,57.101556920000000,-2.268485752000000
12,UK,AB15 5HB,57.147428000000000,-2.147266200000000
13,UK,AB15 6NA,57.151561780000000,-2.186537293000000
14,UK,AB15 8BA,57.135624220000000,-2.175239142000000
15,UK,AB15 8UF,57.154005960000000,-2.224401880000000
16,UK,AB15 9SE,57.118647620000000,-2.174250607000000
17,UK,AB16 5ST,57.163465880000000,-2.159333430000000
18,UK,AB16 6SZ,57.158751170000000,-2.165214861000000
19,UK,AB16 7NX,57.168438400000000,-2.162496655000000
20,UK,AB21 0AL,57.263317470000000,-2.161422784000000
21,UK,AB21 0TF,57.222340510000000,-2.277775717000000
22,UK,AB21 7LD,57.212135780000000,-2.185353182000000
23,UK,AB21 7LE,57.211762690000000,-2.182487264000000
24,UK,AB21 7LF,57.203429730000000,-2.173905553000000
25,UK,AB21 7LG,57.210955100000000,-2.181887300000000
26,UK,AB21 7LH,57.210264830000000,-2.180907185000000
27,UK,AB21 7LJ,57.210353130000000,-2.181967108000000
28,UK,AB21 7LL,57.212459750000000,-2.184957476000000
29,UK,AB21 7LN,57.210324130000000,-2.183374100000000
30,UK,AB21 7LP,57.209902640000000,-2.182891931000000
31,UK,AB21 7LQ,57.209075120000000,-2.183632762000000
32,UK,AB21 7LR,57.208903840000000,-2.184045758000000
33,UK,AB21 7LS,57.208803790000000,-2.184889505000000
34,UK,AB21 7LT,57.209068840000000,-2.181778686000000
35,UK,AB21 7LU,57.208888630000000,-2.182158539000000
36,UK,AB21 7LW,57.204773890000000,-2.176262271000000
37,UK,AB21 7LX,57.210085630000000,-2.180591773000000
38,UK,AB21 7LY,57.210186320000000,-2.179284462000000
39,UK,AB21 7LZ,57.209431730000000,-2.179297353000000
40,UK,AB21 7NA,57.209442810000000,-2.177824089000000
41,UK,AB21 7NB,57.208860520000000,-2.176695622000000
42,UK,AB21 7ND,57.208698010000000,-2.177274228000000
43,UK,AB21 7NE,57.209059050000000,-2.176050968000000
44,UK,AB21 7NF,57.205726510000000,-2.175952320000000
45,UK,AB21 7NG,57.204371740000000,-2.174770685000000
46,UK,AB21 7NH,57.207561400000000,-2.174256073000000
47,UK,AB21 7NJ,57.208520210000000,-2.175949077000000
48,UK,AB21 7NP,57.207443520000000,-2.175050072000000
49,UK,AB21 7NQ,57.206723080000000,-2.176337785000000
50,UK,AB21 7NR,57.207387390000000,-2.176638915000000
51,UK,AB21 7NS,57.207736630000000,-2.177418593000000
52,UK,AB21 7NX,57.234832470000000,-2.187471613000000
53,UK,AB21 7NY,57.229737880000000,-2.169424945000000
54,UK,AB21 7PB,57.199711420000000,-2.179829419000000
55,UK,AB21 7PE,57.243971990000000,-2.165530199000000
56,UK,AB21 7PH,57.250039390000000,-2.162508131000000
57,UK,AB21 7PP,57.259641370000000,-2.176342230000000
58,UK,AB21 7PQ,57.253354220000000,-2.182030123000000
59,UK,AB21 7PR,57.257110230000000,-2.181219894000000
60,UK,AB21 7PS,57.250681530000000,-2.191281023000000
61,UK,AB21 7PU,57.248621240000000,-2.175013505000000
62,UK,AB21 7PW,57.255819300000000,-2.173008962000000
63,UK,AB21 7PY,57.255598030000000,-2.195251339000000
64,UK,AB21 7PZ,57.260692190000000,-2.200400651000000
65,UK,AB21 7QQ,57.199811860000000,-2.190885191000000
66,UK,AB21 7UU,57.239418560000000,-2.190245134000000
67,UK,AB21 7WS,57.199811860000000,-2.190885191000000
68,UK,AB21 7WX,57.199811860000000,-2.190885191000000
69,UK,AB21 7XA,57.225578840000000,-2.162599135000000
70,UK,AB21 7XB,57.237191840000000,-2.164058481000000
71,UK,AB21 7YS,57.199811860000000,-2.190885191000000
72,UK,AB21 7YT,57.199811860000000,-2.190885191000000
73,UK,AB21 9AA,57.180556530000000,-2.162434132000000
74,UK,AB21 9UK,57.190130470000000,-2.170633140000000
75,UK,AB21 9AD,57.177715600000000,-2.170923179000000
76,UK,AB21 9AE,57.178523070000000,-2.171654686000000
77,UK,AB21 9AG,57.177808480000000,-2.168674171000000
78,UK,AB21 9AH,57.179339430000000,-2.172452428000000
79,UK,AB21 9AJ,57.178853900000000,-2.172780973000000
80,UK,AB21 9AL,57.179535230000000,-2.173776602000000
81,UK,AB21 9AN,57.178302890000000,-2.174978245000000
82,UK,AB21 9AP,57.177413510000000,-2.175023656000000
83,UK,AB21 9AR,57.178494050000000,-2.173159718000000
84,UK,AB21 9AS,57.176425520000000,-2.174919743000000
85,UK,AB21 9AT,57.177867610000000,-2.177887227000000
86,UK,AB21 9AU,57.178277730000000,-2.180055966000000
87,UK,AB21 9AX,57.180006250000000,-2.183637234000000
88,UK,AB21 9AY,57.179018270000000,-2.183533084000000
89,UK,AB21 9BB,57.179770190000000,-2.185339771000000
90,UK,AB21 9BD,57.179276050000000,-2.185386916000000
91,UK,AB21 9BE,57.178424160000000,-2.184373689000000
92,UK,AB21 9BG,57.175477770000000,-2.158045538000000
93,UK,AB21 9BH,57.176662600000000,-2.178791102000000
94,UK,AB21 9BJ,57.176305770000000,-2.177036209000000
95,UK,AB21 9BL,57.175340600000000,-2.179843198000000
96,UK,AB21 9BN,57.175917630000000,-2.178357482000000
97,UK,AB21 9BP,57.176329810000000,-2.179087200000000
98,UK,AB21 9BQ,57.176003070000000,-2.181417643000000
99,UK,AB21 9BR,57.175409960000000,-2.181580122000000
100,UK,AB21 9BS,57.174854310000000,-2.180684306000000
101,UK,AB21 9BT,57.174600990000000,-2.181923460000000
102,UK,AB21 9BU,57.173728030000000,-2.183027222000000
103,UK,AB21 9BX,57.174924400000000,-2.181908512000000
104,UK,AB21 9BY,57.174939320000000,-2.183992463000000
105,UK,AB21 9DA,57.173846980000000,-2.181539371000000
106,UK,AB21 9DB,57.173576750000000,-2.182050726000000
107,UK,AB21 9DD,57.174643490000000,-2.183577526000000
108,UK,AB21 9DE,57.174182880000000,-2.185262154000000
109,UK,AB21 9DF,57.174468250000000,-2.186669356000000
